Only half a dozen Senate Republicans,{'opposition'}
The Post 's Ruth Marcus,{'journalistic'}
A Washington Post-ABC News poll last week,{'poll'}
Mr. Bown,{'scientific_or_analystic_expert'}
Mr. Rubio,{'scientific_or_analystic_expert'}
Mr. Castañeda,{'political'}
A slide from a presentation that Mr. Guajardo Villarreal and his aides carry with them,{'slides_of_presentation'}
Mr. Guajardo Villarreal,{'government'}
one slide,{'slides_of_presentation'}
"Jorge Castañeda , a former Mexican foreign minister who is a harsh critic of Mr. Peña Nieto",{'political'}
"Luis Rubio , who heads the Center of Research for Development in Mexico City",{'scientific_or_analystic_expert'}
"The minister of the economy , Mr. Guajardo Villarreal ,",{'government'}
Many Mexicans,{'vox_pop_or_ordinary_people'}
"Ildefonso Guajardo Villarreal , the Mexican secretary of the economy",{'government'}
Mexicans,{'vox_pop_or_ordinary_people'}
the two countries,{'political'}
"Chad Bown , an expert on trade at the Peterson Institute for International Economics",{'scientific_or_analystic_expert'}
De Blasio,{'government'}
Mayor Bill de Blasio,{'government'}
O'Neill,{'police'}
Democratic nominee Hillary Clinton,{'candidate_election'}
NYPD Commissioner James O'Neill,{'police'}
CBS 's Face the Nation,{'news'}
NBC 's Meet the Press,{'traditional'}
Billionaire Mark Cuban,{'economic_or_business'}
billionaire Dallas Mavericks owner Mark Cuban,{'economic_or_business'}
Cuban,{'economic_or_business'}
Mark Cuban,{'economic_or_business'}
former George W. Bush speechwriter Noam Neusner,{'journalistic'}
Trump campaign spokeswoman Hope Hicks,{'candidate_election'}
Organizers of the push to boycott Trump 's AIPAC speech,{'activistic_or_syndicate'}
Salkin,{'activistic_or_syndicate'}
"Hicks , his campaign spokeswoman ,",{'candidate_election'}
Adelson,{'economic_or_business'}
An Israeli newspaper owned by Adelson,{'news'}
Sen. Ted Cruz of Texas,{'candidate_election'}
"Jeffrey Salkin , a Hollywood , Fla. , rabbi helping to organize the boycott",{'activistic_or_syndicate'}
An AIPAC spokesman,{'activistic_or_syndicate'}
"A longtime JNF official , Howard Ingram ,",{'activistic_or_syndicate'}
Jewish leaders,{'religious'}
"An Israeli blogger , Tal Schneider",{'publicist'}
"a column this month in the Forward , a Jewish newspaper",{'alternative'}
many Jewish leaders,{'religious'}
Rabbis,{'religious'}
Diament,{'activistic_or_syndicate'}
Republican Jewish leaders,{'religious'}
"A spokesman for the Jewish Community Relations Council of New York , which now organizes the parade ,",{'activistic_or_syndicate'}
"Nathan Diament , executive director of advocacy for the Orthodox Union ,",{'activistic_or_syndicate'}
"GOP mega-donor Sheldon Adelson , the casino mogul and RJC backer",{'economic_or_business'}
"Ari Fleischer , a former Bush administration official who also sits on the board of the Republican Jewish Coalition ,",{'opposition'}
520 superdelegates,{'government'}
"Rep. Sander M. Levin ( Mich. ) , a superdelegate supporting Clinton ,",{'government'}
Levin,{'government'}
"Tad Devine , Sanders 's chief strategist ,",{'candidate_election'}
Sanders aides,{'candidate_election'}
Devine,{'candidate_election'}
"Jackson , the superdelegate from Maine",{'government'}
Some Sanders supporters,{'agent'}
a Washington Post analysis,{'report_or_scholarlyarticle'}
"Dottie Deans , the chairwoman of the Vermont Democratic Party ,",{'government'}
160,{'government'}
39,{'government'}
"James Zogby , a Sanders superdelegate from the District and the president of the D.C.-based Arab American Institute ,",{'government'}
Several superdelegates supporting Sanders,{'government'}
"Troy Jackson , the former state Senate majority leader in Maine",{'government'}
one lawmaker,{'political'}
even members of his own Republican Party,{'opposition'}
Britain 's Parliament,{'government'}
the Philippine Star,{'traditional'}
Philippine lawmaker,{'political'}
the U.S. presidential candidate,{'candidate_election'}
A lawmaker in the Philippines,{'political'}
Philippine Presidential Communications Office Secretary Martin Andanar,{'government'}
GMA News,{'alternative'}
Mr. Obama,"{'political', 'government'}"
advisers to Mr. Obama,{'government'}
Mr. Sharpton,{'celebrities_or_artistic'}
"Vann R. Newkirk II , a writer for The Atlantic ,",{'journalistic'}
on Twitter,{'twitter'}
Mr. King,"{'journalistic', 'government'}"
"Marc H. Morial , the chief executive of the National Urban League ,",{'activistic_or_syndicate'}
Ms. Moore,{'government'}
a New York Times/CBS News poll released last week,{'poll'}
"African-American voters , especially older black women ,",{'vox_pop_or_ordinary_people'}
many Democrats,{'government'}
many African-Americans,{'vox_pop_or_ordinary_people'}
"Minyon Moore , a senior adviser to the Clinton campaign ,",{'candidate_election'}
"Charlie King , a prominent New York Democrat",{'government'}
"Donna Brazile , the interim chairwoman of the Democratic National Committee",{'government'}
Democratic leaders,{'government'}
Many Democrats,{'government'}
`` Keepin ' It Real '' radio program,{'alternative'}
Representative Charles B. Rangel of New York,{'government'}
a Politico reporter,{'journalistic'}
Rubio press secretary Brooke Sammon,{'candidate_election'}
Ted Cruz,"{'opposition', 'candidate_election'}"
an anti-Trump PAC,{'activistic_or_syndicate'}
the Real Clear Politics average,{'poll'}
Byron York,{'journalistic'}
a series of photos from his most recent rally,{'visual_or_audio_recording'}
Cuban President Raul Castro,{'political'}
One legal scholar,{'juridical'}
the U.S Commerce Department,{'political'}
A new Politico/Morning Consult poll conducted Monday,{'poll'}
Katelynn Lamoreaux,{'vox_pop_or_ordinary_people'}
"Chris Baker , a Trump supporter ,",{'vox_pop_or_ordinary_people'}
only 13 percent,{'opposition'}
77 percent of Republicans polled,{'opposition'}
some high-profile Republicans,{'opposition'}
Russia 's main English-language satellite network,{'economic_or_business'}
"NatWest 's corporate parent , the Royal Bank of Scotland Group",{'economic_or_business'}
RT,"{'alternative', 'economic_or_business'}"
RT 's,"{'alternative', 'economic_or_business'}"
the management of RT,{'economic_or_business'}
"Jonathan Eyal , assistant director of Russian and European security studies at the Royal United Services Institute in London",{'scientific_or_analystic_expert'}
Mr. Eyal,{'scientific_or_analystic_expert'}
one analyst,{'scientific_or_analystic_expert'}
Britain 's Treasury,{'government'}
the Russian Embassy in London,{'otherpublicservice'}
Figures released by the Broadcasters Audience Research Board in Britain for the week of the Brexit vote,{'scientific_or_analystic_expert'}
a study by the Institute for Statecraft,{'report_or_scholarlyarticle'}
"Margarita Simonyan , the editor in chief of RT",{'journalistic'}
"The state-financed network , also known as Russia Today",{'economic_or_business'}
"Ms. Simonyan , the editor in chief",{'journalistic'}
the RBK news website,{'alternative'}
"Maria Zakharova , a spokeswoman for the Russian Foreign Ministry",{'government'}
"a letter from the bank , NatWest",{'interpersonal_communication_or_message'}
Will,{'journalistic'}
George Will 's,{'journalistic'}
a recent poll by RealClearPolitics,{'poll'}
Conservative columnist and Fox News contributor George Will,{'journalistic'}
a scathing Washington Post op-ed,{'traditional'}
Mr Obama,{'government'}
President el-Sisi of Egypt,{'government'}
WALLACE,{'journalistic'}
Republican vice-presidential nominee Gov. Mike Pence ( R-IN ),{'candidate_election'}
Republican presidential front-runner Donald Trump,{'candidate_election'}
Trump and Lewandowski,{'candidate_election'}
Bujnowski,{'police'}
Democratic front-runner Hillary Clinton,{'candidate_election'}
Fields,{'journalistic'}
Lewandowski,"{'political', 'candidate_election'}"
"Officer Joseph Beinlich , a Jupiter police spokesman",{'police'}
A spokesman for the Jupiter Police Department,{'police'}
Florida law,{'legislationobject'}
both of Trump 's remaining rivals for the GOP nomination,{'candidate_election'}
Law enforcement experts,{'scientific_or_analystic_expert'}
Megyn Kelly of Fox News,{'alternative'}
a Washington Post-ABC News poll this month,{'poll'}
Ben Terris,{'journalistic'}
"Betsy Sharp of Burke County , Georgia",{'vox_pop_or_ordinary_people'}
Sharp,{'vox_pop_or_ordinary_people'}
a picture taken back in 1986,{'visual_or_audio_recording'}
an even-then-famous New York City entrepreneur named Donald Trump,{'economic_or_business'}
The New York Times,{'traditional'}
Marshallese Foreign Minister Tony de Brum,{'government'}
Project Censored 's annual report from 2010,{'report_or_scholarlyarticle'}
"Phon van den Biesen , head of the country 's legal team",{'juridical'}
A recent New York Times article on the Marshall Islands ' `` near-Quixotic venture '',{'traditional'}
Marshallese nuclear survivor Lemeyo Abon,{'activistic_or_syndicate'}
Greenpeace,{'activistic_or_syndicate'}
longtime Democratic pollster Pat Caddell,{'scientific_or_analystic_expert'}
Caddell,{'scientific_or_analystic_expert'}
Pat Caddell,{'scientific_or_analystic_expert'}
Breitbart News Daily,{'alternative'}
the New York Times,{'traditional'}
NPR correspondent Steve Inskeep,{'traditional'}
National Public Radio,{'traditional'}
Congressman Trey Gowdy 's office,{'opposition'}
Gowdy 's office,{'opposition'}
Ware,{'opposition'}
Podliska,{'military'}
Podliska 's lawsuit,{'otherdocument'}
Podliska 's,{'military'}
"Bradley Podliska , an Air Force reserve major who Gowdy , R - S.C. , fired in June for mishandling classified information",{'military'}
"The November 23 lawsuit filed by a former staffer named Bradley Podliska , an Air Force reserve major who Gowdy , R - S.C. , fired in June for mishandling classified information ,",{'otherdocument'}
Libertarian presidential nominee Gary Johnson,{'candidate_election'}
the voters filing into Johnson-Weld rallies last week,{'vox_pop_or_ordinary_people'}
14-year-old Aubrey Pelletier,{'candidate_election'}
"Her father , Brad , 39 ,",{'vox_pop_or_ordinary_people'}
"Purple PAC , steered by former Cato Institute president Ed Crane ,",{'activistic_or_syndicate'}
Crane,{'activistic_or_syndicate'}
Weld,{'candidate_election'}
Weld and Johnson,{'candidate_election'}
"Jason Sorens , the founder of the Free State Project that encourages libertarians to move to New Hampshire ,",{'activistic_or_syndicate'}
Neither Republicans nor Democrats,{'political'}
"Roy Hermann , 65 , who caucused for Bernie Sanders but showed up in Portland to hear Johnson",{'vox_pop_or_ordinary_people'}
Gary Johnson,{'candidate_election'}
"Crane , Kibbe and other libertarians",{'opposition'}
"Darryl Perry , a New Hampshire voter who ran against Johnson for the Libertarian presidential nomination",{'opposition'}
an Abraham Lincoln impersonator,{'celebrities_or_artistic'}
the Lincoln actor,{'celebrities_or_artistic'}
Purple PAC 's Crane,{'activistic_or_syndicate'}
the Republicans,{'candidate_election'}
Sen. Ted Cruz ( Tex. ),"{'opposition', 'candidate_election'}"
Sen. Bernie Sanders ( Vt. ) and former Maryland governor Martin O'Malley,{'candidate_election'}
The Republicans,{'candidate_election'}
the Democrats,{'candidate_election'}
Former Florida governor Jeb Bush,{'candidate_election'}
"Clinton , the Democratic front-runner ,",{'candidate_election'}
Democratic candidates,{'candidate_election'}
the Democratic contenders,{'candidate_election'}
All the Democrats,{'candidate_election'}
O'Malley,{'candidate_election'}
Ed Krayewski,{'vox_pop_or_ordinary_people'}
Former Maryland Gov. Martin O'Malley,{'candidate_election'}
Even Democratic presidential candidates,{'candidate_election'}
"Jeff Bechdel , chairman of America Rising ( a Republican PAC ) ,",{'activistic_or_syndicate'}
The Federalist,{'alternative'}
Al Sharpton,{'activistic_or_syndicate'}
Sharpton,{'activistic_or_syndicate'}
Glenn Thrush,{'journalistic'}
Thrush,{'journalistic'}
the Politico interview,{'traditional'}
Eric Trump,"{'candidate_election', 'activistic_or_syndicate'}"
a late-evening email,{'interpersonal_communication_or_message'}
an email message Monday to The Washington Post,{'interpersonal_communication_or_message'}
an archived version of the Eric Trump Foundation website from 2010,{'website_or_webpage'}
several Republicans,{'opposition'}
House Speaker Paul Ryan,{'opposition'}
"Ryan 's spokeswoman , AshLee Strong ,",{'opposition'}
Some Republican leaders,{'opposition'}
Pence,"{'journalistic', 'opposition', 'candidate_election'}"
another Ryan spokesperson,{'opposition'}
a CNN interview,{'traditional'}
"Joshua Huder , a senior fellow at the Government Affairs Institute at Georgetown University in Washington",{'scientific_or_analystic_expert'}
a 2005 hot mic tape,{'visual_or_audio_recording'}
G-III,{'economic_or_business'}
"Sandra Sucher , a Harvard Business School professor who focuses on ethics",{'scientific_or_analystic_expert'}
her Twitter account,{'twitter'}
"Donald Trump , whose apparel also is largely manufactured overseas ,",{'candidate_election'}
"the Independent , a British newspaper ,",{'traditional'}
Labor Department,{'government'}
a 2014 Labor Department study,{'report_or_scholarlyarticle'}
"Sammy Aaron , vice chairman of G-III ,",{'economic_or_business'}
Forbes,{'traditional'}
five past and current employees,{'economic_or_business'}
A representative for the Ivanka Trump brand - a 12-employee business pitched as `` the ultimate destination for Women Who Work '' -,{'economic_or_business'}
"Donald Trump 's eldest daughter , 34 ,",{'candidate_election'}
"the designer , who works for another brand at G-III",{'vox_pop_or_ordinary_people'}
"The employee of nearly four years , a registered Republican who spoke on the condition of anonymity for fear of losing her job ,",{'vox_pop_or_ordinary_people'}
two businesses,{'economic_or_business'}
Vogue,{'entertainment'}
Judicial Watch President Tom Fitton,{'activistic_or_syndicate'}
Hicks,{'political'}
Staff for the House Select Committee on Benghazi,{'political'}
Judicial Watch,{'activistic_or_syndicate'}
Podesta,{'candidate_election'}
"Podesta , who is now chairman of Hillary Clinton 's presidential campaign",{'candidate_election'}
"John Podesta , a former senior White House adviser who supported an aggressive climate policy",{'candidate_election'}
Rolling Stone,{'entertainment'}
"David Axelrod , who was Obama 's chief election strategist and later senior adviser",{'political'}
the House,{'government'}
Ted Nordhaus,{'scientific_or_analystic_expert'}
Nordhaus,{'scientific_or_analystic_expert'}
The International Monetary Fund,{'otherpublicservice'}
The IMF,{'otherpublicservice'}
the IMF,{'otherpublicservice'}
the IMF 's,{'otherpublicservice'}
Republican nominee Donald Trump,{'candidate_election'}
British Prime Minister Theresa May,{'government'}
IMF chief economist Maury Obstfeld,{'otherpublicservice'}
Obstfeld,{'otherpublicservice'}
Donald Trump 's,{'candidate_election'}
"Charles Gardner Geyh , a professor at Indiana University 's Maurer School of Law ,",{'scientific_or_analystic_expert'}
"Luis Osuna , the president of the lawyers association",{'scientific_or_analystic_expert'}
Curiel,{'juridical'}
"Russell Wheeler , a visiting fellow at the Brookings Institution ,",{'scientific_or_analystic_expert'}
Wheeler,{'scientific_or_analystic_expert'}
Republican members of Congress,{'opposition'}
Osuna,{'scientific_or_analystic_expert'}
"Katrina Pierson , a spokeswoman for Trump ,",{'candidate_election'}
"Arthur Hellman , a law professor at the University of Pittsburgh",{'scientific_or_analystic_expert'}
The Constitution,{'legislationobject'}
Clinton and Sen. Bernie Sanders ( Vt. ),{'candidate_election'}
The Republican candidate,{'candidate_election'}
Vargas,{'activistic_or_syndicate'}
Vargas and others seeking a recognized status by the government for those who moved into the United States illegally,{'activistic_or_syndicate'}
"Jose Antonia Vargas , an immigration activist ,",{'activistic_or_syndicate'}
a Telemundo Facebook chat,{'facebook'}
McCaughey,{'vox_pop_or_ordinary_people'}
"his book , Going Red",{'book'}
"A white accountant from tiny Apollo Beach , Shenefield",{'vox_pop_or_ordinary_people'}
Shenefield,{'vox_pop_or_ordinary_people'}
Tampa Mayor Bob Buckhorn,{'government'}
Sobin,{'vox_pop_or_ordinary_people'}
Morrissey,{'publicist'}
"Ana Cruz , former head of the Florida Democratic Party and a 43-year-old fourth-generation descendant of Cuban cigar-makers ,",{'political'}
Schale,{'political'}
"A Sept. 22 poll by St. Pete Polls , a Florida-only polling firm ,",{'poll'}
conservative blogger Ed Morrissey,{'publicist'}
"Steve Schale , President Obama 's 2008 Florida campaign director",{'political'}
The U.S. media,{'news'}
this CNN `` reporter '',{'journalistic'}
Labott,{'journalistic'}
Phil Kerpen,{'political'}
Labbot,{'journalistic'}
the Daily Caller,{'alternative'}
a recent review of Hillary Clinton 's emails,{'report_or_scholarlyarticle'}
the GOP presidential nominee 's son,{'candidate_election'}
Vice President Joe Biden,{'government'}
a 2011 tweet,{'twitter'}
Donald Trump Jr,{'candidate_election'}
The Opie and Anthony Show,{'entertainment'}
Donald Trump Jr.,{'candidate_election'}
Birchers,{'activistic_or_syndicate'}
Twitter posts,{'twitter'}
the Texas Tribune,{'activistic_or_syndicate'}
audio obtained by the Texas Tribune,{'visual_or_audio_recording'}
Monday 's poll,{'poll'}
The CBS poll,{'poll'}
the USC Dornsife/Los Angeles Times Daybreak national tracking poll,{'poll'}
A Real Clear Politics average of polls,{'poll'}
a CBS poll released Monday,{'poll'}
Fox News judicial analyst Judge Andrew Napolitano,{'juridical'}
Western Journalism,"{'alternative', 'traditional'}"
former FBI agent Timothy Gill,{'police'}
"an intelligence source , who was not authorized to speak on the record ,",{'source'}
WikiLeaks,"{'wikileaks', 'activistic_or_syndicate'}"
Erica Garner,{'vox_pop_or_ordinary_people'}
Merrill,{'candidate_election'}
Garner,{'vox_pop_or_ordinary_people'}
U.S. Attorney General Loretta Lynch,{'juridical'}
Clinton staffer Maya Harris,{'candidate_election'}
"The daughter of Eric Garner , an unarmed black man who died in a police chokehold in 2014 ,",{'vox_pop_or_ordinary_people'}
Trump 's running mate -- Indiana Gov. Mike Pence --,{'candidate_election'}
Paul Ryan,{'opposition'}
Ryan,{'opposition'}
Trump 's potential VP,{'candidate_election'}
Jenna Lee,{'journalistic'}
a telephone interview with Fox News ',{'alternative'}
"Amanda Carpenter , a former aide to Sen. Ted Cruz",{'journalistic'}
Young Conservatives,{'alternative'}
The Blaze 's,{'journalistic'}
France 's Prime Minister Manuel Valls,{'government'}
Valls,{'government'}
2 Timothy 4:7,{'book'}
a Military Times survey,{'poll'}
Military Times,{'alternative'}
Army Capt. Christian Pardo,{'military'}
the Marines surveyed,{'military'}
Air Force 1st Lt. Tyler Livingston,{'military'}
10 percent,{'military'}
Scalia,{'juridical'}
"Sen. Ted Cruz of Texas , now a GOP presidential contender",{'candidate_election'}
an Iowa voter,{'vox_pop_or_ordinary_people'}
"Tom Goldstein , publisher of SCOTUSblog",{'publicist'}
Senate Majority Leader Mitch McConnell ( R-Ky . ),{'opposition'}
Sen. Marco Rubio ( R-Fla . ),{'candidate_election'}
Mitchell,{'political'}
"Murphy , now a consultant on Burma in the private sector",{'political'}
"McConnell , now the Senate majority leader",{'opposition'}
McConnell aides,{'opposition'}
former first lady Laura Bush,{'political'}
"Derek Mitchell , who served as U.S. ambassador to Burma from 2012 until earlier this year ,",{'political'}
"Victor Cha , who served as Asia director for the National Security Council under President George W. Bush",{'political'}
"Erin Murphy , a former Clinton aide who accompanied her to Burma in 2011 ,",{'political'}
"Rep. Joseph Crowley ( D-N.Y. ) , a leading advocate for human rights in Burma",{'juridical'}
The Democratic nominee,{'candidate_election'}
Clinton aides,{'candidate_election'}
Senate Minority Leader Harry Reid ( D-Nev . ),{'government'}
Obama 's aides,{'government'}
Sen. David Perdue ( R-Ga . ),{'opposition'}
Trump campaign spokesman Jason Miller,"{'candidate_election', 'opposition'}"
At least one Democrat,{'government'}
"Kenneth Baer , a former Obama administration official who runs Crosscut Strategies",{'economic_or_business'}
"Brian Fallon , the campaign 's press secretary ,",{'candidate_election'}
Sen. Claire McCaskill ( D-Mo . ),{'government'}
two Democratic speechwriters,{'government'}
fellow Democrats,{'government'}
"David Plouffe , the architect of Obama 's 2008 campaign and a close aide in 2012",{'political'}
Retired Lt. Gen. Michael Flynn,{'candidate_election'}
Flynn,{'candidate_election'}
Hillary Clinton 's campaign manager Robby Mook,{'candidate_election'}
"Flynn , a top Trump surrogate ,",{'candidate_election'}
Fox News 's `` Fox and Friends,{'traditional'}
Davis ' commentary,{'traditional'}
the Chicago Police Department,{'police'}
the United Nations,{'activistic_or_syndicate'}
The Human Rights Council,{'activistic_or_syndicate'}
the Human Rights Council,{'activistic_or_syndicate'}
The Security Council,{'juridical'}
Mr. Ban,{'activistic_or_syndicate'}
Six women and six men,{'vox_pop_or_ordinary_people'}
China and Russia,{'political'}
"the United States , Britain and France",{'political'}
The 1951 Refugee Convention,{'legislationobject'}
"China and the United States , the world 's two biggest polluters ,",{'political'}
"Ban Ki-moon , the secretary general of the United Nations ,",{'activistic_or_syndicate'}
India and Pakistan,{'political'}
U.N. Women,{'activistic_or_syndicate'}
Manhattan Supreme Court Justice Frank Nervo,{'juridical'}
Nervo,{'juridical'}
Ivana Trump 's brief,{'otherdocument'}
Several judges handling federal Freedom of Information Act lawsuits seeking information about Hillary Clinton 's tenure as secretary of state,{'juridical'}
"A lawyer for the news outlets , David Schulz ,",{'juridical'}
Nervo 's,{'juridical'}
Trump lawyer Marc Kasowitz,{'juridical'}
The GOP presidential nominee,{'candidate_election'}
lawyers for both Donald and Ivana Trump,{'juridical'}
The New York Times and the Gannett newspaper chain,{'traditional'}
A New York judge,{'juridical'}
Mr. Clarke 's new company,{'economic_or_business'}
Mr. Clarke,{'economic_or_business'}
"His former business partner at Lenox , Lawrence B. Cummings ,",{'economic_or_business'}
Patriot,{'economic_or_business'}
"Kevin Barrett , a lawyer at Bailey & Glasser , who represents the West Virginia Department of Environmental Protection in the coal bankruptcy cases",{'juridical'}
Mr. Barrett,{'juridical'}
the Supreme Court,{'juridical'}
Mr. Van Voorhis,{'activistic_or_syndicate'}
Mr. Morgan of the Sierra Club,{'juridical'}
Mr. Morgan,{'juridical'}
Peabody,{'economic_or_business'}
"mining companies , including Patriot ,",{'economic_or_business'}
"Mr. Barrett , the lawyer for West Virginia 's environmental protection agency",{'juridical'}
"Mr. McGinley , the law professor",{'juridical'}
"Walter Energy , another mining company",{'economic_or_business'}
"Robert McAtee , one of several coal industry veterans who have come to work with Mr. Clarke",{'economic_or_business'}
"Tim Hess , a real estate developer in Virginia , who introduced Mr. Clarke to his banking contacts",{'economic_or_business'}
"Patrick McGinley , a law professor at West Virginia University",{'juridical'}
"Peter Morgan , a lawyer for the Sierra Club , who has been challenging the coal industry over water pollution issues for years",{'juridical'}
Gov. Earl Ray Tomblin of West Virginia,{'government'}
Surety companies that had insured Patriot 's reclamation obligations,{'economic_or_business'}
one West Virginia official,{'political'}
"Phil Smith , a spokesman for the United Mine Workers of America ,",{'activistic_or_syndicate'}
one estimate,{'economic_or_business'}
regulators and advisers to Patriot,{'economic_or_business'}
"Tom Clarke , a nursing home owner ,",{'economic_or_business'}
Stein spokeswoman Melezia Figueroa,{'candidate_election'}
Stein,{'candidate_election'}
Figueroa,{'candidate_election'}
A reporter for USA Today,{'journalistic'}
USA Today,{'traditional'}
"Rep. Jim Clyburn ( D-S.C . ) , the assistant leader of the Democratic caucus",{'government'}
Rep. Gwen Moore ( D-Wis . ),{'government'}
Many African-Americans,{'vox_pop_or_ordinary_people'}
"Rep. G.K. Butterfield ( D-N.C . ) , head of the Congressional Black Caucus",{'government'}
Mr. Alexander,{'opposition'}
Mr. Deese,{'government'}
"John D. Podesta , a chief of staff to President Bill Clinton whom Mr. Obama recruited to lead his climate efforts in his second term",{'government'}
Mr. Podesta,{'government'}
one of Mr. Obama 's climate advisers,{'government'}
"Another critic , Laurence H. Tribe ,",{'juridical'}
the first accord,{'treaty_or_contract_or_agreement'}
Mr. Obama and Hillary Clinton,{'government'}
"The Europeans , who had been cut out of the talks ,",{'political'}
"reports like the 2014 National Climate Assessment , which",{'report_or_scholarlyarticle'}
"Hans Joachim Schellnhuber , the director of the Potsdam Institute for Climate Impact Research in Germany",{'scientific_or_analystic_expert'}
"`` Collapse : How Societies Choose to Fail or Succeed , '' Jared Diamond 's 2005 best seller",{'book'}
"Douglas Brinkley , a historian who attended the session ,",{'scientific_or_analystic_expert'}
Mr. Kerry and Mr. Obama,{'government'}
"Benjamin J. Rhodes , one of the president 's closest aides ,",{'government'}
an article in the journal Science,{'alternative'}
Bornsten 's,{'scientific_or_analystic_expert'}
Democratic Sen. Claire McCaskill ( D-Mo . ),{'government'}
One of the docs,{'scientific_or_analystic_expert'}
a letter to the vice chairman of the Columbia University department of surgery,{'interpersonal_communication_or_message'}
The New Yorker,{'alternative'}
A 2014 study that appeared in the British Medical Journal,{'report_or_scholarlyarticle'}
Oz 's show,{'entertainment'}
the top British medical journal,{'report_or_scholarlyarticle'}
"The head of Sony Pictures Television and Oz 's big , big boss",{'economic_or_business'}
"an email , released as part of the WikiLeaks Sony dump",{'wikileaks'}
Steve Mosko,{'economic_or_business'}
an email to the NFL Network 's Rich Eisen,{'interpersonal_communication_or_message'}
"David Gorski , an associate professor of surgery at the Wayne State University School of Medicine and the editor of a prominent science and medical blog",{'scientific_or_analystic_expert'}
Oscar P. Quintero,{'vox_pop_or_ordinary_people'}
Martha Aguilar,{'vox_pop_or_ordinary_people'}
Ariana Huichapa,{'vox_pop_or_ordinary_people'}
Karen Bobadilla,{'vox_pop_or_ordinary_people'}
31 Latinos,{'vox_pop_or_ordinary_people'}
Adriana Rodarte,{'vox_pop_or_ordinary_people'}
Christina N Luis Olidem,{'vox_pop_or_ordinary_people'}
David Axelrod,{'political'}
"Dean , a former Democratic National Committee chairman and presidential candidate",{'political'}
"Dean , a medical doctor ,",{'political'}
MSNBC on Tuesday,{'traditional'}
Obama 's former campaign strategist,{'political'}
CNN 's Wolf Blitzer,{'traditional'}
McAuliffe,{'government'}
Scott was one of three members,{'otherpublicservice'}
"Cornell William Brooks , president of the NAACP",{'activistic_or_syndicate'}
Bobby Scott,{'government'}
"Quentin Kidd , a political scientist at Christopher Newport University in Scott 's district",{'scientific_or_analystic_expert'}
Virginia AFL-CIO President Doris Crouse-Mays,{'activistic_or_syndicate'}
Rep. Elijah E. Cummings ( D-Md . ),{'government'}
Political observers in Virginia and around the country,{'scientific_or_analystic_expert'}
"David Wasserman , House editor for the Cook Political Report",{'journalistic'}
"Scott 's niece , state Del. . Marcia `` Cia '' Price ( D-Newport News ) ,",{'government'}
some Democrats,{'government'}
Gov. Terry McAuliffe ( D ),{'government'}
"Rep. Gregory W. Meeks ( D-N.Y. ) , chairman of the Congressional Black Caucus PAC ,",{'government'}
Meeks,{'government'}
Wasserman,{'journalistic'}
John F. Kennedy,{'political'}
The United Nations Security Council,{'activistic_or_syndicate'}
the Security Council,{'activistic_or_syndicate'}
Secretary General Ban Ki-moon,{'activistic_or_syndicate'}
Secretary of State John F. Kerry,{'government'}
South Korea,{'political'}
The International Atomic Energy Agency,{'scientific_or_analystic_expert'}
"Jean-Marc Ayrault , the foreign minister of France ,",{'government'}
"China , Pyongyang 's only ally and its economic lifeline to the outside world ,",{'political'}
The U.N.,{'activistic_or_syndicate'}
"Victor Cha , a Korea scholar at the Center for Strategic and International Studies",{'scientific_or_analystic_expert'}
"James Acton , a physicist who is co-director of the Nuclear Policy Program at the Carnegie Endowment for International Peace",{'scientific_or_analystic_expert'}
Article 21 in the U.N. Charter,{'legislationobject'}
"Obama , others",{'government'}
Experts on North Korea and nuclear nonproliferation,{'scientific_or_analystic_expert'}
Japan,{'political'}
"Daryl Kimball , executive director of the Arms Control Association",{'scientific_or_analystic_expert'}
South Korean President Park Geun-hye,{'government'}
the European Union,{'political'}
the S.E.C.,{'otherpublicservice'}
"Apple 's chief executive , Tim Cook ,",{'economic_or_business'}
"The authors of the report , which include the U.S. PIRG Education Fund and Citizens for Tax Justice",{'activistic_or_syndicate'}
An exhaustive study being released on Tuesday by a group of researchers,{'report_or_scholarlyarticle'}
Citizens for Tax Justice,{'scientific_or_analystic_expert'}
"Trump 's running mate , Indiana Gov. Mike Pence ,",{'candidate_election'}
The Republican nominee,{'candidate_election'}
ABC News,{'traditional'}
Blige,{'celebrities_or_artistic'}
Springsteen,{'celebrities_or_artistic'}
both President Obama and Republican presidential nominee Donald Trump,{'political'}
NATO,{'military'}
French President FranÃ Â § ois Hollande,{'government'}
Italian Prime Minister Matteo Renzi,{'government'}
many E.U. nations,{'political'}
Democratic candidate Hillary Clinton,{'candidate_election'}
many European countries,{'political'}
Britain,{'political'}
Central European leaders who have been some of the most strident opponents of taking in migrants,{'government'}
European Council President Donald Tusk,{'political'}
both Democrats and Republicans,{'political'}
European citizens,{'vox_pop_or_ordinary_people'}
"Nick Witney , a fellow at the European Council on Foreign Relations who ran the European Defense Agency ,",{'political'}
European,{'political'}
European leaders,{'government'}
E.U. leaders,{'government'}
France and Germany,{'political'}
Other E.U. leaders,{'government'}
Paris to Prague,{'political'}
German Chancellor Angela Merkel,{'government'}
"Jo Coelbart , a retired Belgian general who works on European defense policy at the Brussels-based Egmont Foundation",{'military'}
"Rep. Adam Schiff , the top Democrat on the House Intelligence Committee ,",{'government'}
Schiff,{'government'}
