id,text,author,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/fb544b27-eabe-5510-b2b3-ca525d0ee9a8,"'Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.'",Sarah Palin,03/19/2019,"cap and trade,climate change,economy,energy,environment",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/cbec51ec-2d13-5167-a4f2-23d0761e554f,On whether he would seek to undo the Foxconn deal.,Matt Flynn,12/23/2017,"corporations,environment,legal issues,state government spending",politifact,OTHER
http://data.gesis.org/claimskg/creative_work/b3d69b27-3c54-5d1a-ad8a-da30dae12f31,"'It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced' in the House.",Social Media,03/06/2017,"abortion,education,environment,foreign policy,health care,immigration,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1113fc97-d5ec-5e8b-9f08-0a1aa9b4cc98,"'I would imagine that there's probably a gun in the school (in Wapiti, Wyo.) to protect from potential grizzlies.'",Betsy DeVos,01/17/2017,"animals,children,corrections and updates,education,environment,guns,public safety",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/6a0b4856-23e8-5a7d-b536-637e206714f5,"Says Ohio Gov. John Kasich 'got lucky with a thing called fracking,' which 'is why Ohio is doing well.'",Donald Trump,10/28/2015,"energy,environment,state finances",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/298ca444-8821-56c1-b2a5-d4aa0a865ced,Says Greg Abbott 'has lost' in court 'four times in just the past few days.',Wendy Davis,06/27/2014,"candidate biography,criminal justice,education,environment,legal issues",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9ec3024f-92ab-5674-a064-8e14960d0ad0,There is 'more oil produced at home than we buy from the rest of the world – the first time that’s happened in nearly 20 years.',Barack Obama,01/28/2014,"economy,energy,trade",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/b7dcdb12-7fc0-5bf8-b1f9-8bbe300dc97d,Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,Roger Williams,07/01/2013,"economy,energy,gas prices",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/f2a94e8b-5309-5809-bf8f-080da1cdecb8,"Citizens Property Insurance has 'over $500 billion worth of risk, with less than $10 billion worth of surplus.'",Rick Scott,05/08/2012,"state budget,weather",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/27b01a60-e302-552b-b8e9-60c70ed84ecc,Says Florida is one of a few or perhaps the only state 'that has a statewide review of local land use and zoning decisions.',Chris Dorworth,04/21/2011,"environment,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/20eb22c3-fee1-5323-9c82-4de25c3e0c3f,The cap-and-trade bill before Congress 'prevents you from selling your home without the permission of the EPA administrator.',Chain email,10/07/2010,"cap and trade,climate change,economy,energy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/a31b2424-4250-5b9f-a652-77441775e548,'The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.',Barack Obama,03/19/2009,"energy,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0a0a4dfa-b0dc-5efd-9c41-399564af395a,Is the APC really the face of 'change' in Nigeria? We assess their claims | Africa Check,nan,nan,"development,education,election,energy,nigeria,transport",africacheck,OTHER
http://data.gesis.org/claimskg/creative_work/72a1f000-cc3f-5d15-8246-f84eea092c0c,Has President Jacob Zuma's government done 'a good job'? | Africa Check,nan,nan,"development,economy,education,employment,energy,government,jacob zuma,poverty,sanitation,water",africacheck,FALSE
